Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
1/1/2007;11:47:00;2.592;0.118;236.280;10.800;0.000;0.000;0.000
1/1/2007;11:48:00;2.584;0.116;235.900;10.800;0.000;0.000;0.000
1/1/2007;11:49:00;2.580;0.116;235.780;10.800;0.000;0.000;0.000
1/1/2007;11:50:00;2.586;0.118;236.160;10.800;0.000;0.000;0.000
1/1/2007;11:51:00;2.584;0.118;236.040;10.800;0.000;0.000;0.000
1/1/2007;11:52:00;2.590;0.118;236.390;10.800;0.000;0.000;0.000
1/1/2007;11:53:00;2.594;0.116;236.640;10.800;0.000;0.000;0.000
1/1/2007;11:54:00;2.522;0.000;237.500;10.600;0.000;0.000;0.000
1/1/2007;11:55:00;2.526;0.000;237.720;10.600;0.000;0.000;0.000
1/1/2007;11:56:00;2.536;0.000;238.260;10.600;0.000;0.000;0.000
1/1/2007;11:57:00;2.532;0.000;237.950;10.600;0.000;0.000;0.000
1/1/2007;11:58:00;2.530;0.000;237.850;10.600;0.000;0.000;0.000
1/1/2007;11:59:00;2.516;0.000;237.180;10.600;0.000;0.000;0.000
1/1/2007;12:00:00;2.478;0.000;235.300;10.400;0.000;0.000;0.000
1/1/2007;12:01:00;2.480;0.000;235.360;10.400;0.000;0.000;0.000
1/1/2007;12:02:00;2.502;0.000;236.380;10.600;0.000;0.000;0.000
1/1/2007;12:03:00;2.508;0.000;236.670;10.600;0.000;0.000;0.000
1/1/2007;12:04:00;2.504;0.000;236.500;10.600;0.000;0.000;0.000
1/1/2007;12:05:00;2.576;0.054;237.060;10.800;0.000;0.000;0.000
1/1/2007;12:06:00;2.588;0.094;237.180;10.800;0.000;0.000;0.000
1/1/2007;12:07:00;2.578;0.092;236.620;10.800;0.000;0.000;0.000
1/1/2007;12:08:00;2.562;0.090;235.850;10.800;0.000;0.000;0.000
1/1/2007;12:09:00;2.570;0.090;236.240;10.800;0.000;0.000;0.000
1/1/2007;12:10:00;2.576;0.092;236.630;10.800;0.000;0.000;0.000
1/1/2007;12:11:00;2.554;0.088;235.560;10.800;0.000;0.000;0.000
1/1/2007;12:12:00;2.562;0.090;236.030;10.800;0.000;0.000;0.000
1/1/2007;12:13:00;2.562;0.082;236.410;10.800;0.000;0.000;0.000
1/1/2007;12:14:00;2.484;0.000;235.550;10.400;0.000;0.000;0.000
1/1/2007;12:15:00;2.490;0.000;235.810;10.400;0.000;0.000;0.000
1/1/2007;12:16:00;2.512;0.000;236.960;10.600;0.000;0.000;0.000
1/1/2007;12:17:00;2.596;0.084;236.880;10.800;0.000;0.000;0.000
1/1/2007;12:18:00;2.616;0.120;236.780;11.000;0.000;0.000;0.000
1/1/2007;12:19:00;2.618;0.122;237.120;11.000;0.000;0.000;0.000
1/1/2007;12:20:00;2.642;0.128;238.470;11.000;0.000;0.000;0.000
1/1/2007;12:21:00;2.628;0.124;237.740;11.000;0.000;0.000;0.000
1/1/2007;12:22:00;2.628;0.124;237.820;11.000;0.000;0.000;0.000
1/1/2007;12:23:00;2.630;0.126;238.150;11.000;0.000;0.000;0.000
1/1/2007;12:24:00;2.628;0.126;238.010;11.000;0.000;0.000;0.000
1/1/2007;12:25:00;2.700;0.206;238.220;11.400;0.000;0.000;0.000
1/1/2007;12:26:00;2.700;0.244;237.650;11.400;0.000;1.000;0.000
1/1/2007;12:27:00;2.684;0.238;236.970;11.200;0.000;1.000;0.000
1/1/2007;12:28:00;2.696;0.242;237.630;11.400;0.000;2.000;0.000
1/1/2007;12:29:00;2.706;0.246;238.050;11.400;0.000;1.000;0.000
1/1/2007;12:30:00;2.700;0.244;237.720;11.400;0.000;1.000;0.000
1/1/2007;12:31:00;2.676;0.198;238.180;11.200;0.000;2.000;0.000
1/1/2007;12:32:00;2.606;0.114;237.690;10.800;0.000;1.000;0.000
1/1/2007;12:33:00;2.610;0.114;237.790;11.000;0.000;1.000;0.000
1/1/2007;12:34:00;2.602;0.112;237.480;10.800;0.000;2.000;0.000
1/1/2007;12:35:00;2.616;0.114;238.160;11.000;0.000;1.000;0.000
1/1/2007;12:36:00;2.608;0.114;237.820;10.800;0.000;2.000;0.000
1/1/2007;12:37:00;2.612;0.114;237.970;11.000;0.000;1.000;0.000
1/1/2007;12:38:00;2.626;0.118;238.720;11.000;0.000;1.000;0.000
1/1/2007;12:39:00;2.640;0.122;239.450;11.000;0.000;2.000;0.000
1/1/2007;12:40:00;2.640;0.122;239.610;11.000;0.000;1.000;0.000
1/1/2007;12:41:00;2.624;0.118;238.810;11.000;0.000;1.000;0.000
1/1/2007;12:42:00;2.614;0.116;238.320;10.800;0.000;1.000;0.000
1/1/2007;12:43:00;2.616;0.116;238.440;10.800;0.000;2.000;0.000
1/1/2007;12:44:00;2.610;0.114;238.250;10.800;0.000;1.000;0.000
1/1/2007;12:45:00;2.690;0.210;237.740;11.200;0.000;1.000;0.000
1/1/2007;12:46:00;2.682;0.216;238.150;11.200;0.000;1.000;0.000
1/1/2007;12:47:00;2.686;0.216;238.380;11.200;0.000;2.000;0.000
1/1/2007;12:48:00;2.694;0.218;238.800;11.200;0.000;1.000;0.000
1/1/2007;12:49:00;2.708;0.222;239.550;11.200;0.000;1.000;0.000
1/1/2007;12:50:00;2.706;0.224;239.610;11.200;0.000;1.000;0.000
1/1/2007;12:51:00;2.716;0.226;240.120;11.200;0.000;2.000;0.000
1/1/2007;12:52:00;2.678;0.186;239.420;11.200;0.000;0.000;0.000
1/1/2007;12:53:00;2.592;0.046;239.420;10.800;0.000;0.000;0.000
1/1/2007;12:54:00;2.562;0.000;239.490;10.600;0.000;0.000;0.000
1/1/2007;12:55:00;2.666;0.116;239.220;11.000;0.000;0.000;0.000
1/1/2007;12:56:00;2.668;0.132;239.460;11.000;0.000;0.000;0.000
1/1/2007;12:57:00;2.648;0.128;238.620;11.000;0.000;0.000;0.000
1/1/2007;12:58:00;2.646;0.128;238.600;11.000;0.000;0.000;0.000
1/1/2007;12:59:00;2.652;0.130;238.890;11.000;0.000;0.000;0.000
1/1/2007;13:00:00;2.662;0.134;239.500;11.000;0.000;0.000;0.000
1/1/2007;13:01:00;2.652;0.132;239.130;11.000;0.000;0.000;0.000
1/1/2007;13:02:00;2.630;0.126;238.070;11.000;0.000;0.000;0.000
1/1/2007;13:03:00;2.612;0.122;237.210;11.000;0.000;0.000;0.000
1/1/2007;13:04:00;2.616;0.124;237.580;11.000;0.000;0.000;0.000
1/1/2007;13:05:00;2.640;0.128;238.720;11.000;0.000;0.000;0.000
1/1/2007;13:06:00;2.632;0.126;238.360;11.000;0.000;0.000;0.000
1/1/2007;13:07:00;2.640;0.130;238.790;11.000;0.000;0.000;0.000
1/1/2007;13:08:00;2.640;0.130;238.780;11.000;0.000;0.000;0.000
1/1/2007;13:09:00;2.574;0.000;238.790;10.800;0.000;0.000;0.000
1/1/2007;13:10:00;2.542;0.000;238.390;10.600;0.000;0.000;0.000
1/1/2007;13:11:00;2.532;0.000;237.900;10.600;0.000;0.000;0.000
1/1/2007;13:12:00;2.512;0.000;236.880;10.600;0.000;0.000;0.000
1/1/2007;13:13:00;2.514;0.000;236.970;10.600;0.000;0.000;0.000
1/1/2007;13:14:00;2.512;0.000;236.880;10.600;0.000;0.000;0.000
1/1/2007;13:15:00;2.512;0.000;236.860;10.600;0.000;0.000;0.000
1/1/2007;13:16:00;2.516;0.000;237.040;10.600;0.000;0.000;0.000
1/1/2007;13:17:00;2.530;0.000;237.810;10.600;0.000;0.000;0.000
1/1/2007;13:18:00;2.528;0.000;237.820;10.600;0.000;0.000;0.000
1/1/2007;13:19:00;2.528;0.000;237.730;10.600;0.000;0.000;0.000
1/1/2007;13:20:00;2.546;0.000;238.610;10.600;0.000;0.000;0.000
1/1/2007;13:21:00;2.556;0.000;239.080;10.600;0.000;0.000;0.000
1/1/2007;13:22:00;2.572;0.000;239.920;10.600;0.000;0.000;0.000
1/1/2007;13:23:00;2.566;0.000;239.670;10.600;0.000;0.000;0.000
1/1/2007;13:24:00;2.556;0.000;239.170;10.600;0.000;0.000;0.000
1/1/2007;13:25:00;2.644;0.102;239.000;11.000;0.000;0.000;0.000
1/1/2007;13:26:00;2.632;0.102;239.360;11.000;0.000;0.000;0.000
1/1/2007;13:27:00;2.622;0.100;238.790;11.000;0.000;0.000;0.000
1/1/2007;13:28:00;2.612;0.098;238.310;10.800;0.000;0.000;0.000
1/1/2007;13:29:00;2.610;0.098;238.190;10.800;0.000;0.000;0.000
1/1/2007;13:30:00;2.614;0.098;238.510;10.800;0.000;0.000;0.000
1/1/2007;13:31:00;2.618;0.100;238.720;10.800;0.000;0.000;0.000
1/1/2007;13:32:00;2.642;0.130;238.000;11.000;0.000;0.000;0.000
1/1/2007;13:33:00;2.676;0.168;238.210;11.200;0.000;0.000;0.000
1/1/2007;13:34:00;2.644;0.126;238.280;11.000;0.000;0.000;0.000
1/1/2007;13:35:00;2.644;0.126;238.350;11.000;0.000;0.000;0.000
1/1/2007;13:36:00;2.644;0.128;238.530;11.000;0.000;0.000;0.000
1/1/2007;13:37:00;2.644;0.128;238.600;11.000;0.000;0.000;0.000
1/1/2007;13:38:00;2.630;0.124;237.920;11.000;0.000;0.000;0.000
1/1/2007;13:39:00;2.630;0.126;237.940;11.000;0.000;0.000;0.000
1/1/2007;13:40:00;2.620;0.124;237.580;11.000;0.000;0.000;0.000
1/1/2007;13:41:00;2.626;0.124;237.890;11.000;0.000;0.000;0.000
1/1/2007;13:42:00;2.638;0.128;238.550;11.000;0.000;0.000;0.000
1/1/2007;13:43:00;2.646;0.130;239.040;11.000;0.000;0.000;0.000
1/1/2007;13:44:00;2.632;0.126;238.380;11.000;0.000;0.000;0.000
1/1/2007;13:45:00;2.622;0.124;237.770;11.000;0.000;0.000;0.000
1/1/2007;13:46:00;2.622;0.118;238.060;11.000;0.000;0.000;0.000
1/1/2007;13:47:00;2.520;0.000;237.280;10.600;0.000;0.000;0.000
1/1/2007;13:48:00;2.260;0.000;237.990;9.800;0.000;0.000;0.000
1/1/2007;13:49:00;0.204;0.000;240.100;0.800;0.000;0.000;0.000
1/1/2007;13:50:00;0.204;0.000;240.090;0.800;0.000;0.000;0.000
1/1/2007;13:51:00;0.238;0.000;239.910;1.000;0.000;0.000;0.000
1/1/2007;13:52:00;0.318;0.000;240.140;1.400;0.000;0.000;0.000
1/1/2007;13:53:00;0.318;0.000;240.780;1.400;0.000;0.000;0.000
1/1/2007;13:54:00;0.214;0.000;240.690;1.000;0.000;0.000;0.000
1/1/2007;13:55:00;0.204;0.000;240.460;0.800;0.000;0.000;0.000
1/1/2007;13:56:00;0.206;0.000;241.010;0.800;0.000;0.000;0.000
1/1/2007;13:57:00;0.206;0.000;241.350;0.800;0.000;0.000;0.000
1/1/2007;13:58:00;0.296;0.102;240.320;1.400;0.000;0.000;0.000
1/1/2007;13:59:00;0.324;0.152;240.410;1.400;0.000;0.000;0.000
1/1/2007;14:00:00;1.164;0.138;238.960;7.200;0.000;0.000;0.000
1/1/2007;14:01:00;3.016;0.120;238.070;12.800;0.000;0.000;0.000
1/1/2007;14:02:00;0.342;0.182;242.450;1.600;0.000;0.000;0.000
1/1/2007;14:03:00;0.556;0.402;241.750;2.800;0.000;0.000;0.000
1/1/2007;14:04:00;0.636;0.454;240.950;3.200;0.000;0.000;0.000
1/1/2007;14:05:00;0.630;0.448;241.180;3.200;0.000;0.000;0.000
1/1/2007;14:06:00;0.626;0.446;241.620;3.200;0.000;0.000;0.000
1/1/2007;14:07:00;0.626;0.442;241.780;3.200;0.000;0.000;0.000
1/1/2007;14:08:00;0.622;0.440;241.810;3.200;0.000;0.000;0.000
1/1/2007;14:09:00;0.618;0.438;241.920;3.000;0.000;0.000;0.000
1/1/2007;14:10:00;0.614;0.434;241.930;3.000;0.000;0.000;0.000
1/1/2007;14:11:00;0.612;0.434;242.110;3.000;0.000;0.000;0.000
1/1/2007;14:12:00;0.610;0.430;241.710;3.000;0.000;0.000;0.000
1/1/2007;14:13:00;0.604;0.424;240.970;3.000;0.000;0.000;0.000
1/1/2007;14:14:00;0.546;0.336;241.310;2.600;0.000;0.000;0.000
1/1/2007;14:15:00;0.536;0.320;241.310;2.600;0.000;0.000;0.000
1/1/2007;14:16:00;0.536;0.320;241.340;2.600;0.000;0.000;0.000
1/1/2007;14:17:00;0.534;0.318;241.310;2.600;0.000;0.000;0.000
1/1/2007;14:18:00;0.534;0.316;241.120;2.600;0.000;0.000;0.000
1/1/2007;14:19:00;0.534;0.318;241.460;2.600;0.000;0.000;0.000
1/1/2007;14:20:00;0.536;0.320;242.120;2.600;0.000;0.000;0.000
1/1/2007;14:21:00;0.504;0.272;242.640;2.400;0.000;0.000;0.000
1/1/2007;14:22:00;0.446;0.186;242.700;2.000;0.000;0.000;0.000
1/1/2007;14:23:00;0.442;0.182;241.590;2.000;0.000;0.000;0.000
1/1/2007;14:24:00;0.440;0.180;241.200;2.000;0.000;0.000;0.000
1/1/2007;14:25:00;0.442;0.180;241.430;2.000;0.000;0.000;0.000
1/1/2007;14:26:00;0.450;0.180;241.390;2.000;0.000;0.000;0.000
1/1/2007;14:27:00;0.442;0.180;241.470;2.000;0.000;0.000;0.000
1/1/2007;14:28:00;0.442;0.180;241.820;2.000;0.000;0.000;0.000
1/1/2007;14:29:00;1.262;0.168;240.720;5.600;0.000;0.000;12.000
1/1/2007;14:30:00;1.440;0.096;240.890;6.000;0.000;0.000;18.000
1/1/2007;14:31:00;1.300;0.000;240.940;5.400;0.000;0.000;19.000
1/1/2007;14:32:00;1.286;0.000;240.610;5.200;0.000;0.000;18.000
1/1/2007;14:33:00;1.276;0.000;240.120;5.200;0.000;0.000;17.000
1/1/2007;14:34:00;1.272;0.000;239.910;5.200;0.000;0.000;18.000
1/1/2007;14:35:00;1.378;0.122;239.980;5.800;0.000;0.000;18.000
1/1/2007;14:36:00;1.416;0.140;239.600;5.800;0.000;0.000;18.000
1/1/2007;14:37:00;1.514;0.230;239.440;6.400;0.000;0.000;17.000
1/1/2007;14:38:00;1.500;0.240;239.220;6.200;0.000;0.000;18.000
1/1/2007;14:39:00;1.496;0.240;239.500;6.200;0.000;0.000;17.000
1/1/2007;14:40:00;1.500;0.244;240.030;6.200;0.000;0.000;18.000
1/1/2007;14:41:00;1.506;0.244;240.160;6.200;0.000;0.000;18.000
1/1/2007;14:42:00;1.504;0.244;240.070;6.200;0.000;0.000;17.000
1/1/2007;14:43:00;1.508;0.240;239.800;6.400;0.000;0.000;18.000
1/1/2007;14:44:00;1.508;0.242;239.950;6.400;0.000;0.000;18.000
1/1/2007;14:45:00;1.510;0.244;240.170;6.400;0.000;0.000;17.000
1/1/2007;14:46:00;1.506;0.246;240.470;6.200;0.000;0.000;18.000
1/1/2007;14:47:00;1.448;0.158;241.020;6.000;0.000;0.000;18.000
1/1/2007;14:48:00;1.912;0.148;240.180;8.400;0.000;0.000;17.000
1/1/2007;14:49:00;2.748;0.222;238.880;11.400;0.000;0.000;18.000
1/1/2007;14:50:00;2.760;0.268;238.750;11.600;0.000;1.000;17.000
1/1/2007;14:51:00;2.752;0.266;238.560;11.600;0.000;2.000;18.000
1/1/2007;14:52:00;2.768;0.272;239.370;11.600;0.000;1.000;17.000
1/1/2007;14:53:00;2.768;0.272;239.390;11.600;0.000;1.000;18.000
1/1/2007;14:54:00;2.732;0.198;240.080;11.400;0.000;2.000;18.000
1/1/2007;14:55:00;2.694;0.142;240.120;11.200;0.000;1.000;17.000
1/1/2007;14:56:00;2.692;0.142;240.050;11.200;0.000;2.000;18.000
1/1/2007;14:57:00;2.688;0.142;239.930;11.200;0.000;1.000;18.000
1/1/2007;14:58:00;2.690;0.142;240.060;11.200;0.000;1.000;17.000
1/1/2007;14:59:00;2.690;0.142;240.010;11.200;0.000;2.000;18.000
1/1/2007;15:00:00;2.686;0.140;239.880;11.200;0.000;1.000;18.000
1/1/2007;15:01:00;2.694;0.144;240.360;11.200;0.000;1.000;17.000
1/1/2007;15:02:00;2.694;0.144;240.380;11.200;0.000;2.000;18.000
1/1/2007;15:03:00;2.686;0.140;240.050;11.200;0.000;1.000;18.000
1/1/2007;15:04:00;2.676;0.140;239.660;11.000;0.000;1.000;17.000
1/1/2007;15:05:00;2.676;0.140;239.670;11.000;0.000;2.000;18.000
1/1/2007;15:06:00;2.676;0.140;239.740;11.000;0.000;1.000;17.000
1/1/2007;15:07:00;2.668;0.138;239.370;11.000;0.000;1.000;18.000
1/1/2007;15:08:00;2.672;0.138;239.590;11.000;0.000;2.000;18.000
1/1/2007;15:09:00;2.666;0.138;239.410;11.000;0.000;1.000;17.000
1/1/2007;15:10:00;2.668;0.138;239.540;11.000;0.000;1.000;18.000
1/1/2007;15:11:00;2.660;0.136;239.160;11.000;0.000;1.000;17.000
1/1/2007;15:12:00;2.644;0.132;238.450;11.000;0.000;1.000;18.000
1/1/2007;15:13:00;2.654;0.134;238.880;11.000;0.000;2.000;17.000
1/1/2007;15:14:00;2.646;0.132;238.580;11.000;0.000;1.000;18.000
1/1/2007;15:15:00;2.648;0.142;237.510;11.200;0.000;1.000;17.000
1/1/2007;15:16:00;2.718;0.234;238.500;11.400;0.000;1.000;17.000
1/1/2007;15:17:00;2.664;0.132;238.850;11.000;0.000;0.000;18.000
1/1/2007;15:18:00;2.646;0.114;238.320;11.000;0.000;0.000;17.000
1/1/2007;15:19:00;2.644;0.114;238.250;11.000;0.000;0.000;17.000
1/1/2007;15:20:00;2.738;0.236;237.230;11.600;0.000;0.000;18.000
1/1/2007;15:21:00;2.714;0.236;236.800;11.400;0.000;0.000;17.000
1/1/2007;15:22:00;2.722;0.238;237.390;11.400;0.000;0.000;17.000
1/1/2007;15:23:00;2.718;0.238;237.350;11.400;0.000;0.000;17.000
1/1/2007;15:24:00;2.716;0.230;237.740;11.400;0.000;0.000;18.000
1/1/2007;15:25:00;2.652;0.140;237.870;11.000;0.000;0.000;17.000
1/1/2007;15:26:00;1.444;0.152;239.190;6.000;0.000;0.000;18.000
1/1/2007;15:27:00;1.424;0.156;239.400;6.000;0.000;0.000;17.000
1/1/2007;15:28:00;1.378;0.160;240.100;5.800;0.000;0.000;18.000
1/1/2007;15:29:00;1.380;0.162;240.430;5.800;0.000;0.000;18.000
1/1/2007;15:30:00;1.380;0.162;240.460;5.800;0.000;0.000;17.000
1/1/2007;15:31:00;1.386;0.164;240.460;5.800;0.000;0.000;18.000
1/1/2007;15:32:00;1.376;0.158;239.590;5.800;0.000;0.000;18.000
1/1/2007;15:33:00;1.378;0.160;239.850;5.800;0.000;0.000;17.000
1/1/2007;15:34:00;1.376;0.160;239.740;5.800;0.000;0.000;18.000
1/1/2007;15:35:00;1.376;0.160;239.770;5.800;0.000;0.000;17.000
1/1/2007;15:36:00;1.362;0.154;238.580;5.600;0.000;0.000;18.000
1/1/2007;15:37:00;1.294;0.064;238.530;5.400;0.000;0.000;17.000
1/1/2007;15:38:00;1.260;0.000;237.890;5.200;0.000;0.000;18.000
1/1/2007;15:39:00;1.262;0.000;238.160;5.200;0.000;0.000;17.000
1/1/2007;15:40:00;1.272;0.000;239.140;5.200;0.000;0.000;17.000
1/1/2007;15:41:00;1.272;0.000;239.120;5.200;0.000;0.000;18.000
1/1/2007;15:42:00;1.274;0.000;239.190;5.200;0.000;0.000;18.000
1/1/2007;15:43:00;1.266;0.000;238.580;5.200;0.000;0.000;17.000
1/1/2007;15:44:00;1.272;0.000;239.090;5.200;0.000;0.000;17.000
1/1/2007;15:45:00;1.272;0.000;239.110;5.200;0.000;0.000;18.000
1/1/2007;15:46:00;1.282;0.000;239.430;5.200;0.000;0.000;18.000
1/1/2007;15:47:00;1.280;0.000;239.240;5.200;0.000;0.000;17.000
1/1/2007;15:48:00;1.274;0.000;238.900;5.200;0.000;0.000;18.000
1/1/2007;15:49:00;1.260;0.000;238.060;5.200;0.000;0.000;17.000
1/1/2007;15:50:00;1.266;0.000;238.580;5.200;0.000;0.000;17.000
1/1/2007;15:51:00;1.270;0.000;238.870;5.200;0.000;0.000;18.000
1/1/2007;15:52:00;1.276;0.000;239.500;5.200;0.000;0.000;17.000
1/1/2007;15:53:00;1.278;0.000;239.730;5.200;0.000;0.000;18.000
1/1/2007;15:54:00;1.350;0.112;238.920;5.600;0.000;0.000;17.000
1/1/2007;15:55:00;1.332;0.120;237.650;5.600;0.000;0.000;18.000
1/1/2007;15:56:00;1.332;0.120;237.580;5.600;0.000;0.000;17.000
1/1/2007;15:57:00;1.334;0.120;237.840;5.600;0.000;0.000;17.000
1/1/2007;15:58:00;1.332;0.120;237.700;5.600;0.000;0.000;18.000
1/1/2007;15:59:00;1.334;0.120;238.000;5.600;0.000;0.000;17.000
1/1/2007;16:00:00;1.338;0.124;238.610;5.600;0.000;0.000;18.000
1/1/2007;16:01:00;1.332;0.122;238.090;5.600;0.000;0.000;17.000
1/1/2007;16:02:00;1.374;0.160;238.070;5.800;0.000;0.000;17.000
1/1/2007;16:03:00;1.388;0.174;238.250;5.800;0.000;0.000;18.000
1/1/2007;16:04:00;1.366;0.152;238.130;5.800;0.000;0.000;17.000
1/1/2007;16:05:00;1.370;0.154;238.630;5.800;0.000;0.000;17.000
1/1/2007;16:06:00;1.372;0.156;238.850;5.800;0.000;0.000;18.000
1/1/2007;16:07:00;1.374;0.158;239.300;5.800;0.000;0.000;17.000
1/1/2007;16:08:00;1.372;0.158;239.130;5.600;0.000;0.000;18.000
1/1/2007;16:09:00;1.372;0.158;239.300;5.600;0.000;0.000;18.000
1/1/2007;16:10:00;1.364;0.156;238.760;5.600;0.000;0.000;17.000
1/1/2007;16:11:00;1.358;0.152;238.290;5.600;0.000;0.000;17.000
1/1/2007;16:12:00;1.354;0.150;237.910;5.600;0.000;0.000;18.000
1/1/2007;16:13:00;1.354;0.152;237.960;5.600;0.000;0.000;17.000
1/1/2007;16:14:00;1.354;0.150;237.990;5.600;0.000;0.000;17.000
1/1/2007;16:15:00;1.358;0.154;238.450;5.600;0.000;0.000;18.000
1/1/2007;16:16:00;1.362;0.156;238.790;5.600;0.000;0.000;17.000
1/1/2007;16:17:00;1.358;0.154;238.480;5.600;0.000;0.000;18.000
1/1/2007;16:18:00;1.356;0.154;238.440;5.600;0.000;0.000;17.000
1/1/2007;16:19:00;1.320;0.112;237.570;5.600;0.000;0.000;17.000
1/1/2007;16:20:00;1.254;0.000;237.370;5.200;0.000;0.000;18.000
1/1/2007;16:21:00;1.250;0.000;237.090;5.200;0.000;0.000;17.000
1/1/2007;16:22:00;1.260;0.000;237.980;5.200;0.000;0.000;17.000
1/1/2007;16:23:00;1.264;0.000;238.410;5.200;0.000;0.000;18.000
1/1/2007;16:24:00;1.264;0.000;238.350;5.200;0.000;0.000;17.000
1/1/2007;16:25:00;1.260;0.000;237.900;5.200;0.000;0.000;17.000
1/1/2007;16:26:00;1.252;0.000;237.290;5.200;0.000;0.000;18.000
1/1/2007;16:27:00;1.256;0.000;237.520;5.200;0.000;0.000;17.000
1/1/2007;16:28:00;1.258;0.000;237.670;5.200;0.000;0.000;17.000
1/1/2007;16:29:00;1.256;0.000;237.550;5.200;0.000;0.000;18.000
1/1/2007;16:30:00;1.262;0.000;238.220;5.200;0.000;0.000;17.000
1/1/2007;16:31:00;1.270;0.000;238.980;5.200;0.000;0.000;17.000
1/1/2007;16:32:00;1.300;0.000;238.930;5.400;0.000;0.000;18.000
1/1/2007;16:33:00;1.342;0.126;238.680;5.600;0.000;0.000;17.000
1/1/2007;16:34:00;1.342;0.126;238.750;5.600;0.000;0.000;18.000
1/1/2007;16:35:00;1.354;0.130;239.720;5.600;0.000;0.000;17.000
1/1/2007;16:36:00;1.366;0.136;240.950;5.600;0.000;0.000;18.000
1/1/2007;16:37:00;1.368;0.138;241.160;5.600;0.000;0.000;18.000
1/1/2007;16:38:00;1.372;0.140;241.610;5.600;0.000;0.000;18.000
1/1/2007;16:39:00;1.378;0.142;242.160;5.600;0.000;0.000;18.000
1/1/2007;16:40:00;1.380;0.144;242.480;5.600;0.000;0.000;18.000
1/1/2007;16:41:00;1.466;0.136;242.310;6.000;0.000;0.000;18.000
1/1/2007;16:42:00;1.472;0.000;241.800;6.000;0.000;0.000;18.000
1/1/2007;16:43:00;1.474;0.000;241.900;6.000;0.000;0.000;18.000
1/1/2007;16:44:00;1.474;0.000;242.070;6.000;0.000;0.000;18.000
1/1/2007;16:45:00;1.584;0.158;241.540;6.600;0.000;0.000;17.000
1/1/2007;16:46:00;1.582;0.168;241.960;6.400;0.000;0.000;18.000
1/1/2007;16:47:00;1.564;0.164;240.890;6.400;0.000;0.000;18.000
1/1/2007;16:48:00;1.554;0.158;240.080;6.400;0.000;0.000;18.000
1/1/2007;16:49:00;1.544;0.156;239.470;6.400;0.000;0.000;17.000
1/1/2007;16:50:00;1.552;0.158;240.140;6.400;0.000;0.000;18.000
1/1/2007;16:51:00;1.410;0.164;240.520;5.800;0.000;0.000;18.000
1/1/2007;16:52:00;1.394;0.168;241.380;5.800;0.000;0.000;18.000
1/1/2007;16:53:00;1.388;0.166;240.810;5.800;0.000;0.000;17.000
1/1/2007;16:54:00;1.380;0.162;240.240;5.800;0.000;0.000;18.000
1/1/2007;16:55:00;1.384;0.164;240.480;5.800;0.000;0.000;18.000
1/1/2007;16:56:00;1.560;0.158;239.970;6.400;0.000;0.000;17.000
1/1/2007;16:57:00;1.708;0.156;239.950;7.000;0.000;0.000;18.000
1/1/2007;16:58:00;1.708;0.158;240.100;7.000;0.000;0.000;18.000
1/1/2007;16:59:00;1.704;0.156;239.870;7.000;0.000;0.000;17.000
1/1/2007;17:00:00;1.710;0.158;240.390;7.000;0.000;0.000;18.000
1/1/2007;17:01:00;1.682;0.126;239.190;7.000;0.000;0.000;17.000
1/1/2007;17:02:00;1.610;0.000;239.190;6.600;0.000;0.000;18.000
1/1/2007;17:03:00;1.598;0.000;238.200;6.600;0.000;0.000;17.000
1/1/2007;17:04:00;1.594;0.000;237.840;6.600;0.000;0.000;18.000
1/1/2007;17:05:00;1.592;0.000;237.750;6.600;0.000;0.000;17.000
1/1/2007;17:06:00;1.582;0.000;237.290;6.600;0.000;0.000;17.000
1/1/2007;17:07:00;1.572;0.000;236.680;6.600;0.000;0.000;17.000
1/1/2007;17:08:00;1.566;0.000;236.270;6.600;0.000;0.000;18.000
1/1/2007;17:09:00;1.568;0.000;236.380;6.600;0.000;0.000;17.000
1/1/2007;17:10:00;1.566;0.000;236.130;6.600;0.000;0.000;17.000
1/1/2007;17:11:00;1.572;0.000;236.650;6.600;0.000;0.000;17.000
1/1/2007;17:12:00;1.632;0.078;236.170;6.800;0.000;0.000;17.000
1/1/2007;17:13:00;1.656;0.128;234.690;7.000;0.000;0.000;17.000
1/1/2007;17:14:00;1.724;0.226;235.870;7.200;0.000;1.000;17.000
1/1/2007;17:15:00;1.728;0.228;236.070;7.400;0.000;1.000;17.000
1/1/2007;17:16:00;1.728;0.230;236.350;7.200;0.000;2.000;17.000
1/1/2007;17:17:00;1.736;0.232;237.010;7.400;0.000;1.000;17.000
1/1/2007;17:18:00;1.730;0.232;236.650;7.200;0.000;1.000;18.000
1/1/2007;17:19:00;1.728;0.230;236.570;7.200;0.000;2.000;17.000
1/1/2007;17:20:00;1.756;0.244;238.900;7.400;0.000;1.000;17.000
1/1/2007;17:21:00;1.726;0.152;238.520;7.200;0.000;1.000;18.000
1/1/2007;17:22:00;1.694;0.132;236.960;7.200;0.000;2.000;17.000
1/1/2007;17:23:00;1.654;0.124;236.960;7.000;0.000;1.000;17.000
1/1/2007;17:24:00;1.774;0.126;237.490;7.400;0.000;2.000;17.000
1/1/2007;17:25:00;2.306;0.270;237.260;9.800;0.000;1.000;18.000
